FoldPair,File,recall_only_fold1,recall_only_fold2,cluster_num
3lowA_3m1bF,msa_t__ShallowMsa_020.npy,0,0.08,020
3lowA_3m1bF,msa_t__ShallowMsa_036.npy,0.18,0.29,036
3lowA_3m1bF,msa_t__ShallowMsa_022.npy,0.27,0.13,022
3lowA_3m1bF,msa_t__ShallowMsa_023.npy,0.09,0.17,023
3lowA_3m1bF,msa_t__ShallowMsa_037.npy,0.09,0.08,037
3lowA_3m1bF,msa_t__ShallowMsa_033.npy,0.09,0.2,033
3lowA_3m1bF,msa_t__ShallowMsa_027.npy,0.09,0.15,027
3lowA_3m1bF,msa_t__ShallowMsa_026.npy,0.27,0.2,026
3lowA_3m1bF,msa_t__ShallowMsa_032.npy,0.18,0.13,032
3lowA_3m1bF,msa_t__ShallowMsa_018.npy,0.32,0.24,018
3lowA_3m1bF,msa_t__ShallowMsa_024.npy,0.32,0.29,024
3lowA_3m1bF,msa_t__ShallowMsa_030.npy,0.18,0.18,030
3lowA_3m1bF,msa_t__ShallowMsa_031.npy,0.09,0.04,031
3lowA_3m1bF,msa_t__ShallowMsa_025.npy,0.36,0.22,025
3lowA_3m1bF,msa_t__ShallowMsa_019.npy,0.14,0.11,019
6c6sD_2ougC,msa_t__ShallowMsa_000.npy,0.08,0.11,000
6c6sD_2ougC,msa_t__ShallowMsa_014.npy,0.14,0.11,014
6c6sD_2ougC,msa_t__ShallowMsa_028.npy,0.17,0.09,028
6c6sD_2ougC,msa_t__ShallowMsa_029.npy,0.14,0.09,029
6c6sD_2ougC,msa_t__ShallowMsa_015.npy,0.16,0.12,015
6c6sD_2ougC,msa_t__ShallowMsa_001.npy,0.18,0.1,001
6c6sD_2ougC,msa_t__ShallowMsa_017.npy,0.19,0.08,017
6c6sD_2ougC,msa_t__ShallowMsa_003.npy,0.12,0.1,003
6c6sD_2ougC,msa_t__ShallowMsa_002.npy,0.2,0.11,002
6c6sD_2ougC,msa_t__ShallowMsa_016.npy,0.11,0.06,016
6c6sD_2ougC,msa_t__ShallowMsa_012.npy,0.16,0.09,012
6c6sD_2ougC,msa_t__ShallowMsa_006.npy,0.29,0.1,006
6c6sD_2ougC,msa_t__ShallowMsa_007.npy,0.17,0.14,007
6c6sD_2ougC,msa_t__ShallowMsa_013.npy,0.17,0.12,013
6c6sD_2ougC,msa_t__ShallowMsa_039.npy,0.17,0.09,039
6c6sD_2ougC,msa_t__ShallowMsa_005.npy,0.26,0.08,005
6c6sD_2ougC,msa_t__ShallowMsa_011.npy,0.16,0.09,011
6c6sD_2ougC,msa_t__ShallowMsa_010.npy,0.2,0.12,010
6c6sD_2ougC,msa_t__ShallowMsa_004.npy,0.14,0.09,004
6c6sD_2ougC,msa_t__ShallowMsa_038.npy,0.19,0.08,038
6c6sD_2ougC,msa_t__ShallowMsa_048.npy,0.06,0.08,048
6c6sD_2ougC,msa_t__ShallowMsa_049.npy,0.15,0.07,049
6c6sD_2ougC,msa_t__ShallowMsa_042.npy,0.17,0.12,042
6c6sD_2ougC,msa_t__ShallowMsa_043.npy,0.11,0.05,043
6c6sD_2ougC,msa_t__ShallowMsa_041.npy,0.17,0.11,041
6c6sD_2ougC,msa_t__ShallowMsa_040.npy,0.17,0.09,040
6c6sD_2ougC,msa_t__ShallowMsa_050.npy,0.11,0.04,050
6c6sD_2ougC,msa_t__ShallowMsa_044.npy,0.23,0.1,044
6c6sD_2ougC,msa_t__ShallowMsa_045.npy,0.17,0.09,045
6c6sD_2ougC,msa_t__ShallowMsa_051.npy,0.17,0.1,051
6c6sD_2ougC,msa_t__ShallowMsa_047.npy,0.19,0.09,047
6c6sD_2ougC,msa_t__ShallowMsa_046.npy,0.21,0.08,046
6c6sD_2ougC,msa_t__ShallowMsa_021.npy,0.16,0.1,021
6c6sD_2ougC,msa_t__ShallowMsa_035.npy,0.14,0.09,035
6c6sD_2ougC,msa_t__ShallowMsa_009.npy,0.15,0.09,009
6c6sD_2ougC,msa_t__ShallowMsa_008.npy,0.06,0.09,008
6c6sD_2ougC,msa_t__ShallowMsa_034.npy,0.2,0.09,034
6c6sD_2ougC,msa_t__ShallowMsa_020.npy,0.26,0.11,020
6c6sD_2ougC,msa_t__ShallowMsa_036.npy,0.12,0.05,036
6c6sD_2ougC,msa_t__ShallowMsa_022.npy,0.11,0.07,022
6c6sD_2ougC,msa_t__ShallowMsa_023.npy,0.17,0.09,023
6c6sD_2ougC,msa_t__ShallowMsa_037.npy,0.16,0.1,037
6c6sD_2ougC,msa_t__ShallowMsa_033.npy,0.11,0.07,033
6c6sD_2ougC,msa_t__ShallowMsa_027.npy,0.15,0.05,027
6c6sD_2ougC,msa_t__ShallowMsa_026.npy,0.12,0.07,026
6c6sD_2ougC,msa_t__ShallowMsa_032.npy,0.17,0.07,032
6c6sD_2ougC,msa_t__ShallowMsa_018.npy,0.17,0.08,018
6c6sD_2ougC,msa_t__ShallowMsa_024.npy,0.13,0.09,024
6c6sD_2ougC,msa_t__ShallowMsa_030.npy,0.16,0.1,030
6c6sD_2ougC,msa_t__ShallowMsa_031.npy,0.08,0.09,031
6c6sD_2ougC,msa_t__ShallowMsa_025.npy,0.17,0.09,025
6c6sD_2ougC,msa_t__ShallowMsa_019.npy,0.17,0.12,019
1miqB_1qs8B,msa_t__ShallowMsa_000.npy,0.06,0.04,000
1miqB_1qs8B,msa_t__ShallowMsa_014.npy,0.1,0.07,014
1miqB_1qs8B,msa_t__ShallowMsa_028.npy,0.07,0.1,028
1miqB_1qs8B,msa_t__ShallowMsa_029.npy,0.1,0.08,029
1miqB_1qs8B,msa_t__ShallowMsa_015.npy,0.06,0.06,015
1miqB_1qs8B,msa_t__ShallowMsa_001.npy,0.06,0.06,001
1miqB_1qs8B,msa_t__ShallowMsa_017.npy,0.09,0.08,017
1miqB_1qs8B,msa_t__ShallowMsa_003.npy,0.06,0.07,003
1miqB_1qs8B,msa_t__ShallowMsa_002.npy,0.1,0.09,002
1miqB_1qs8B,msa_t__ShallowMsa_016.npy,0.07,0.07,016
1miqB_1qs8B,msa_t__ShallowMsa_012.npy,0.05,0.07,012
1miqB_1qs8B,msa_t__ShallowMsa_006.npy,0.1,0.05,006
1miqB_1qs8B,msa_t__ShallowMsa_007.npy,0.04,0.06,007
1miqB_1qs8B,msa_t__ShallowMsa_013.npy,0.06,0.05,013
1miqB_1qs8B,msa_t__ShallowMsa_039.npy,0.06,0.04,039
1miqB_1qs8B,msa_t__ShallowMsa_005.npy,0.08,0.1,005
1miqB_1qs8B,msa_t__ShallowMsa_011.npy,0.07,0.08,011
1miqB_1qs8B,msa_t__ShallowMsa_010.npy,0.04,0.04,010
1miqB_1qs8B,msa_t__ShallowMsa_004.npy,0.06,0.07,004
1miqB_1qs8B,msa_t__ShallowMsa_038.npy,0.06,0.08,038
1miqB_1qs8B,msa_t__ShallowMsa_063.npy,0.06,0.05,063
1miqB_1qs8B,msa_t__ShallowMsa_062.npy,0.1,0.06,062
1miqB_1qs8B,msa_t__ShallowMsa_060.npy,0.1,0.06,060
1miqB_1qs8B,msa_t__ShallowMsa_048.npy,0.05,0.05,048
1miqB_1qs8B,msa_t__ShallowMsa_049.npy,0.04,0.04,049
1miqB_1qs8B,msa_t__ShallowMsa_061.npy,0.1,0.09,061
1miqB_1qs8B,msa_t__ShallowMsa_059.npy,0.1,0.06,059
1miqB_1qs8B,msa_t__ShallowMsa_058.npy,0.13,0.07,058
1miqB_1qs8B,msa_t__ShallowMsa_042.npy,0.08,0.11,042
1miqB_1qs8B,msa_t__ShallowMsa_056.npy,0.1,0.1,056
1miqB_1qs8B,msa_t__ShallowMsa_057.npy,0.1,0.08,057
1miqB_1qs8B,msa_t__ShallowMsa_043.npy,0.1,0.07,043
1miqB_1qs8B,msa_t__ShallowMsa_055.npy,0.08,0.1,055
1miqB_1qs8B,msa_t__ShallowMsa_041.npy,0.1,0.08,041
1miqB_1qs8B,msa_t__ShallowMsa_040.npy,0.1,0.13,040
1miqB_1qs8B,msa_t__ShallowMsa_054.npy,0.08,0.07,054
1miqB_1qs8B,msa_t__ShallowMsa_050.npy,0.03,0.03,050
1miqB_1qs8B,msa_t__ShallowMsa_044.npy,0.08,0.06,044
1miqB_1qs8B,msa_t__ShallowMsa_045.npy,0.12,0.1,045
1miqB_1qs8B,msa_t__ShallowMsa_051.npy,0.06,0.04,051
1miqB_1qs8B,msa_t__ShallowMsa_047.npy,0.04,0.06,047
1miqB_1qs8B,msa_t__ShallowMsa_053.npy,0.07,0.08,053
1miqB_1qs8B,msa_t__ShallowMsa_052.npy,0.06,0.04,052
1miqB_1qs8B,msa_t__ShallowMsa_046.npy,0.07,0.05,046
1miqB_1qs8B,msa_t__ShallowMsa_021.npy,0.08,0.11,021
1miqB_1qs8B,msa_t__ShallowMsa_035.npy,0.09,0.11,035
1miqB_1qs8B,msa_t__ShallowMsa_009.npy,0.09,0.08,009
1miqB_1qs8B,msa_t__ShallowMsa_008.npy,0.09,0.09,008
1miqB_1qs8B,msa_t__ShallowMsa_034.npy,0.07,0.08,034
1miqB_1qs8B,msa_t__ShallowMsa_020.npy,0.08,0.06,020
1miqB_1qs8B,msa_t__ShallowMsa_036.npy,0.08,0.09,036
1miqB_1qs8B,msa_t__ShallowMsa_022.npy,0.07,0.04,022
1miqB_1qs8B,msa_t__ShallowMsa_023.npy,0.06,0.08,023
1miqB_1qs8B,msa_t__ShallowMsa_037.npy,0.12,0.07,037
1miqB_1qs8B,msa_t__ShallowMsa_033.npy,0.04,0.05,033
1miqB_1qs8B,msa_t__ShallowMsa_027.npy,0.08,0.08,027
1miqB_1qs8B,msa_t__ShallowMsa_026.npy,0.05,0.04,026
1miqB_1qs8B,msa_t__ShallowMsa_032.npy,0.06,0.06,032
1miqB_1qs8B,msa_t__ShallowMsa_018.npy,0.05,0.08,018
1miqB_1qs8B,msa_t__ShallowMsa_024.npy,0.06,0.08,024
1miqB_1qs8B,msa_t__ShallowMsa_030.npy,0.08,0.07,030
1miqB_1qs8B,msa_t__ShallowMsa_031.npy,0.11,0.1,031
1miqB_1qs8B,msa_t__ShallowMsa_025.npy,0.04,0.06,025
1miqB_1qs8B,msa_t__ShallowMsa_019.npy,0.05,0.07,019
2mwfA_2nntA,msa_t__ShallowMsa_000.npy,0.4,0,000
2mwfA_2nntA,msa_t__ShallowMsa_014.npy,0.37,0.05,014
2mwfA_2nntA,msa_t__ShallowMsa_028.npy,0.38,0,028
2mwfA_2nntA,msa_t__ShallowMsa_029.npy,0.27,0,029
2mwfA_2nntA,msa_t__ShallowMsa_015.npy,0.44,0,015
2mwfA_2nntA,msa_t__ShallowMsa_001.npy,0.37,0,001
2mwfA_2nntA,msa_t__ShallowMsa_017.npy,0.4,0,017
2mwfA_2nntA,msa_t__ShallowMsa_003.npy,0.33,0,003
2mwfA_2nntA,msa_t__ShallowMsa_002.npy,0.35,0.05,002
2mwfA_2nntA,msa_t__ShallowMsa_016.npy,0.37,0,016
2mwfA_2nntA,msa_t__ShallowMsa_012.npy,0.35,0,012
2mwfA_2nntA,msa_t__ShallowMsa_006.npy,0.4,0,006
2mwfA_2nntA,msa_t__ShallowMsa_007.npy,0.35,0,007
2mwfA_2nntA,msa_t__ShallowMsa_013.npy,0.38,0,013
2mwfA_2nntA,msa_t__ShallowMsa_039.npy,0.38,0,039
2mwfA_2nntA,msa_t__ShallowMsa_005.npy,0.42,0,005
2mwfA_2nntA,msa_t__ShallowMsa_011.npy,0.38,0,011
2mwfA_2nntA,msa_t__ShallowMsa_010.npy,0.38,0,010
2mwfA_2nntA,msa_t__ShallowMsa_004.npy,0.37,0,004
2mwfA_2nntA,msa_t__ShallowMsa_038.npy,0.33,0,038
2mwfA_2nntA,msa_t__ShallowMsa_048.npy,0.21,0,048
2mwfA_2nntA,msa_t__ShallowMsa_049.npy,0.06,0,049
2mwfA_2nntA,msa_t__ShallowMsa_042.npy,0.08,0,042
2mwfA_2nntA,msa_t__ShallowMsa_056.npy,0,0,056
2mwfA_2nntA,msa_t__ShallowMsa_043.npy,0,0,043
2mwfA_2nntA,msa_t__ShallowMsa_055.npy,0,0,055
2mwfA_2nntA,msa_t__ShallowMsa_041.npy,0.35,0,041
2mwfA_2nntA,msa_t__ShallowMsa_040.npy,0.35,0,040
2mwfA_2nntA,msa_t__ShallowMsa_054.npy,0,0,054
2mwfA_2nntA,msa_t__ShallowMsa_050.npy,0,0,050
2mwfA_2nntA,msa_t__ShallowMsa_044.npy,0.17,0,044
2mwfA_2nntA,msa_t__ShallowMsa_045.npy,0.33,0,045
2mwfA_2nntA,msa_t__ShallowMsa_051.npy,0.21,0,051
2mwfA_2nntA,msa_t__ShallowMsa_047.npy,0.1,0.05,047
2mwfA_2nntA,msa_t__ShallowMsa_053.npy,0.21,0,053
2mwfA_2nntA,msa_t__ShallowMsa_052.npy,0.04,0,052
2mwfA_2nntA,msa_t__ShallowMsa_046.npy,0.23,0,046
2mwfA_2nntA,msa_t__ShallowMsa_021.npy,0.35,0,021
2mwfA_2nntA,msa_t__ShallowMsa_035.npy,0.44,0,035
2mwfA_2nntA,msa_t__ShallowMsa_009.npy,0.42,0,009
2mwfA_2nntA,msa_t__ShallowMsa_008.npy,0.33,0,008
2mwfA_2nntA,msa_t__ShallowMsa_034.npy,0.38,0,034
2mwfA_2nntA,msa_t__ShallowMsa_020.npy,0.4,0,020
2mwfA_2nntA,msa_t__ShallowMsa_036.npy,0.5,0.05,036
2mwfA_2nntA,msa_t__ShallowMsa_022.npy,0.29,0,022
2mwfA_2nntA,msa_t__ShallowMsa_023.npy,0.35,0,023
2mwfA_2nntA,msa_t__ShallowMsa_037.npy,0.35,0,037
2mwfA_2nntA,msa_t__ShallowMsa_033.npy,0.4,0,033
2mwfA_2nntA,msa_t__ShallowMsa_027.npy,0.38,0.05,027
2mwfA_2nntA,msa_t__ShallowMsa_026.npy,0.4,0,026
2mwfA_2nntA,msa_t__ShallowMsa_032.npy,0.37,0,032
2mwfA_2nntA,msa_t__ShallowMsa_018.npy,0.46,0,018
2mwfA_2nntA,msa_t__ShallowMsa_024.npy,0.42,0,024
2mwfA_2nntA,msa_t__ShallowMsa_030.npy,0.37,0,030
2mwfA_2nntA,msa_t__ShallowMsa_031.npy,0.38,0,031
2mwfA_2nntA,msa_t__ShallowMsa_025.npy,0.37,0,025
2mwfA_2nntA,msa_t__ShallowMsa_019.npy,0.38,0,019
3t5oA_4a5wB,msa_t__ShallowMsa_000.npy,0.03,0.01,000
3t5oA_4a5wB,msa_t__ShallowMsa_014.npy,0.05,0.02,014
3t5oA_4a5wB,msa_t__ShallowMsa_015.npy,0.01,0,015
3t5oA_4a5wB,msa_t__ShallowMsa_001.npy,0.04,0.01,001
3t5oA_4a5wB,msa_t__ShallowMsa_003.npy,0.01,0,003
3t5oA_4a5wB,msa_t__ShallowMsa_002.npy,0.03,0.01,002
3t5oA_4a5wB,msa_t__ShallowMsa_016.npy,0.02,0.02,016
3t5oA_4a5wB,msa_t__ShallowMsa_012.npy,0,0,012
3t5oA_4a5wB,msa_t__ShallowMsa_006.npy,0.01,0.01,006
3t5oA_4a5wB,msa_t__ShallowMsa_007.npy,0,0,007
3t5oA_4a5wB,msa_t__ShallowMsa_013.npy,0.04,0.02,013
3t5oA_4a5wB,msa_t__ShallowMsa_005.npy,0.05,0.01,005
3t5oA_4a5wB,msa_t__ShallowMsa_011.npy,0.04,0.01,011
3t5oA_4a5wB,msa_t__ShallowMsa_010.npy,0.03,0,010
3t5oA_4a5wB,msa_t__ShallowMsa_004.npy,0.06,0.01,004
3t5oA_4a5wB,msa_t__ShallowMsa_009.npy,0.02,0,009
3t5oA_4a5wB,msa_t__ShallowMsa_008.npy,0.01,0.01,008
2lv1A_6lniA,msa_t__ShallowMsa_000.npy,0.36,0.24,000
2lv1A_6lniA,msa_t__ShallowMsa_001.npy,0.4,0.31,001
2lv1A_6lniA,msa_t__ShallowMsa_003.npy,0.31,0.38,003
2lv1A_6lniA,msa_t__ShallowMsa_002.npy,0.15,0.17,002
2lv1A_6lniA,msa_t__ShallowMsa_006.npy,0.04,0.1,006
2lv1A_6lniA,msa_t__ShallowMsa_007.npy,0.06,0.12,007
2lv1A_6lniA,msa_t__ShallowMsa_005.npy,0.29,0.14,005
2lv1A_6lniA,msa_t__ShallowMsa_010.npy,0.09,0.1,010
2lv1A_6lniA,msa_t__ShallowMsa_004.npy,0.39,0.14,004
2lv1A_6lniA,msa_t__ShallowMsa_009.npy,0.07,0.1,009
2lv1A_6lniA,msa_t__ShallowMsa_008.npy,0.12,0.17,008
5hk5H_4jphB,msa_t__ShallowMsa_000.npy,0,0,000
5hk5H_4jphB,msa_t__ShallowMsa_014.npy,0.04,0.02,014
5hk5H_4jphB,msa_t__ShallowMsa_015.npy,0.06,0.04,015
5hk5H_4jphB,msa_t__ShallowMsa_001.npy,0.1,0.08,001
5hk5H_4jphB,msa_t__ShallowMsa_017.npy,0.03,0.01,017
5hk5H_4jphB,msa_t__ShallowMsa_003.npy,0.12,0.1,003
5hk5H_4jphB,msa_t__ShallowMsa_002.npy,0.12,0.09,002
5hk5H_4jphB,msa_t__ShallowMsa_016.npy,0.06,0.05,016
5hk5H_4jphB,msa_t__ShallowMsa_012.npy,0.13,0.12,012
5hk5H_4jphB,msa_t__ShallowMsa_006.npy,0.09,0.05,006
5hk5H_4jphB,msa_t__ShallowMsa_007.npy,0.12,0.04,007
5hk5H_4jphB,msa_t__ShallowMsa_013.npy,0.13,0.06,013
5hk5H_4jphB,msa_t__ShallowMsa_005.npy,0.03,0.02,005
5hk5H_4jphB,msa_t__ShallowMsa_011.npy,0.13,0.13,011
5hk5H_4jphB,msa_t__ShallowMsa_010.npy,0.13,0.21,010
5hk5H_4jphB,msa_t__ShallowMsa_004.npy,0.17,0.13,004
5hk5H_4jphB,msa_t__ShallowMsa_021.npy,0.12,0.06,021
5hk5H_4jphB,msa_t__ShallowMsa_009.npy,0.1,0.11,009
5hk5H_4jphB,msa_t__ShallowMsa_008.npy,0.06,0.04,008
5hk5H_4jphB,msa_t__ShallowMsa_020.npy,0.09,0.04,020
5hk5H_4jphB,msa_t__ShallowMsa_022.npy,0.04,0.01,022
5hk5H_4jphB,msa_t__ShallowMsa_023.npy,0.12,0.03,023
5hk5H_4jphB,msa_t__ShallowMsa_026.npy,0.04,0.03,026
5hk5H_4jphB,msa_t__ShallowMsa_018.npy,0.17,0.08,018
5hk5H_4jphB,msa_t__ShallowMsa_024.npy,0.06,0.02,024
5hk5H_4jphB,msa_t__ShallowMsa_025.npy,0.09,0.03,025
5hk5H_4jphB,msa_t__ShallowMsa_019.npy,0.12,0.03,019
5tpnA_1g2cF,msa_t__ShallowMsa_000.npy,0.45,1,000
5tpnA_1g2cF,msa_t__ShallowMsa_001.npy,0.81,1,001
4n9wA_4nc9C,msa_t__ShallowMsa_000.npy,0.25,0.09,000
4n9wA_4nc9C,msa_t__ShallowMsa_014.npy,0.33,0.13,014
4n9wA_4nc9C,msa_t__ShallowMsa_028.npy,0.23,0.07,028
4n9wA_4nc9C,msa_t__ShallowMsa_029.npy,0.2,0.07,029
4n9wA_4nc9C,msa_t__ShallowMsa_015.npy,0.29,0.08,015
4n9wA_4nc9C,msa_t__ShallowMsa_001.npy,0.26,0.08,001
4n9wA_4nc9C,msa_t__ShallowMsa_017.npy,0.24,0.05,017
4n9wA_4nc9C,msa_t__ShallowMsa_003.npy,0.28,0.1,003
4n9wA_4nc9C,msa_t__ShallowMsa_002.npy,0.26,0.09,002
4n9wA_4nc9C,msa_t__ShallowMsa_016.npy,0.26,0.09,016
4n9wA_4nc9C,msa_t__ShallowMsa_012.npy,0.21,0.07,012
4n9wA_4nc9C,msa_t__ShallowMsa_006.npy,0.21,0.08,006
4n9wA_4nc9C,msa_t__ShallowMsa_007.npy,0.23,0.08,007
4n9wA_4nc9C,msa_t__ShallowMsa_013.npy,0.22,0.08,013
4n9wA_4nc9C,msa_t__ShallowMsa_039.npy,0.2,0.08,039
4n9wA_4nc9C,msa_t__ShallowMsa_005.npy,0.29,0.09,005
4n9wA_4nc9C,msa_t__ShallowMsa_011.npy,0.26,0.09,011
4n9wA_4nc9C,msa_t__ShallowMsa_010.npy,0.29,0.1,010
4n9wA_4nc9C,msa_t__ShallowMsa_004.npy,0.27,0.09,004
4n9wA_4nc9C,msa_t__ShallowMsa_038.npy,0.28,0.1,038
4n9wA_4nc9C,msa_t__ShallowMsa_048.npy,0.16,0.08,048
4n9wA_4nc9C,msa_t__ShallowMsa_049.npy,0.1,0.02,049
4n9wA_4nc9C,msa_t__ShallowMsa_059.npy,0.13,0.03,059
4n9wA_4nc9C,msa_t__ShallowMsa_058.npy,0.07,0.02,058
4n9wA_4nc9C,msa_t__ShallowMsa_042.npy,0.2,0.07,042
4n9wA_4nc9C,msa_t__ShallowMsa_056.npy,0.11,0.02,056
4n9wA_4nc9C,msa_t__ShallowMsa_057.npy,0.12,0.03,057
4n9wA_4nc9C,msa_t__ShallowMsa_043.npy,0.22,0.06,043
4n9wA_4nc9C,msa_t__ShallowMsa_055.npy,0.07,0.02,055
4n9wA_4nc9C,msa_t__ShallowMsa_041.npy,0.28,0.09,041
4n9wA_4nc9C,msa_t__ShallowMsa_040.npy,0.15,0.03,040
4n9wA_4nc9C,msa_t__ShallowMsa_054.npy,0.15,0.03,054
4n9wA_4nc9C,msa_t__ShallowMsa_050.npy,0.12,0.02,050
4n9wA_4nc9C,msa_t__ShallowMsa_044.npy,0.23,0.07,044
4n9wA_4nc9C,msa_t__ShallowMsa_045.npy,0.21,0.07,045
4n9wA_4nc9C,msa_t__ShallowMsa_051.npy,0.15,0.03,051
4n9wA_4nc9C,msa_t__ShallowMsa_047.npy,0.17,0.04,047
4n9wA_4nc9C,msa_t__ShallowMsa_053.npy,0.15,0.03,053
4n9wA_4nc9C,msa_t__ShallowMsa_052.npy,0.21,0.05,052
4n9wA_4nc9C,msa_t__ShallowMsa_046.npy,0.17,0.07,046
4n9wA_4nc9C,msa_t__ShallowMsa_021.npy,0.23,0.09,021
4n9wA_4nc9C,msa_t__ShallowMsa_035.npy,0.19,0.06,035
4n9wA_4nc9C,msa_t__ShallowMsa_009.npy,0.3,0.09,009
4n9wA_4nc9C,msa_t__ShallowMsa_008.npy,0.26,0.08,008
4n9wA_4nc9C,msa_t__ShallowMsa_034.npy,0.15,0.05,034
4n9wA_4nc9C,msa_t__ShallowMsa_020.npy,0.26,0.09,020
4n9wA_4nc9C,msa_t__ShallowMsa_036.npy,0.15,0.06,036
4n9wA_4nc9C,msa_t__ShallowMsa_022.npy,0.07,0.04,022
4n9wA_4nc9C,msa_t__ShallowMsa_023.npy,0.12,0.05,023
4n9wA_4nc9C,msa_t__ShallowMsa_037.npy,0.25,0.08,037
4n9wA_4nc9C,msa_t__ShallowMsa_033.npy,0.08,0.03,033
4n9wA_4nc9C,msa_t__ShallowMsa_027.npy,0.3,0.11,027
4n9wA_4nc9C,msa_t__ShallowMsa_026.npy,0.14,0.05,026
4n9wA_4nc9C,msa_t__ShallowMsa_032.npy,0.15,0.05,032
4n9wA_4nc9C,msa_t__ShallowMsa_018.npy,0.23,0.09,018
4n9wA_4nc9C,msa_t__ShallowMsa_024.npy,0.28,0.09,024
4n9wA_4nc9C,msa_t__ShallowMsa_030.npy,0.19,0.06,030
4n9wA_4nc9C,msa_t__ShallowMsa_031.npy,0.13,0.03,031
4n9wA_4nc9C,msa_t__ShallowMsa_025.npy,0.17,0.05,025
4n9wA_4nc9C,msa_t__ShallowMsa_019.npy,0.27,0.1,019
1x0gD_1x0gA,msa_t__ShallowMsa_000.npy,0.57,0.08,000
1x0gD_1x0gA,msa_t__ShallowMsa_001.npy,0.33,0.03,001
4o01D_4o0pA,msa_t__ShallowMsa_000.npy,0.18,0.03,000
4o01D_4o0pA,msa_t__ShallowMsa_014.npy,0.2,0.02,014
4o01D_4o0pA,msa_t__ShallowMsa_028.npy,0.19,0.05,028
4o01D_4o0pA,msa_t__ShallowMsa_029.npy,0.13,0.02,029
4o01D_4o0pA,msa_t__ShallowMsa_015.npy,0.21,0.02,015
4o01D_4o0pA,msa_t__ShallowMsa_001.npy,0.15,0.03,001
4o01D_4o0pA,msa_t__ShallowMsa_017.npy,0.18,0.01,017
4o01D_4o0pA,msa_t__ShallowMsa_003.npy,0.22,0.03,003
4o01D_4o0pA,msa_t__ShallowMsa_002.npy,0.16,0.01,002
4o01D_4o0pA,msa_t__ShallowMsa_016.npy,0.15,0.01,016
4o01D_4o0pA,msa_t__ShallowMsa_012.npy,0.24,0.03,012
4o01D_4o0pA,msa_t__ShallowMsa_006.npy,0.23,0.03,006
4o01D_4o0pA,msa_t__ShallowMsa_007.npy,0.22,0.03,007
4o01D_4o0pA,msa_t__ShallowMsa_013.npy,0.2,0.02,013
4o01D_4o0pA,msa_t__ShallowMsa_039.npy,0.18,0.02,039
4o01D_4o0pA,msa_t__ShallowMsa_005.npy,0.13,0.01,005
4o01D_4o0pA,msa_t__ShallowMsa_011.npy,0.27,0.03,011
4o01D_4o0pA,msa_t__ShallowMsa_010.npy,0.21,0.04,010
4o01D_4o0pA,msa_t__ShallowMsa_004.npy,0.2,0.04,004
4o01D_4o0pA,msa_t__ShallowMsa_038.npy,0.1,0.01,038
4o01D_4o0pA,msa_t__ShallowMsa_063.npy,0.21,0.02,063
4o01D_4o0pA,msa_t__ShallowMsa_077.npy,0.23,0.03,077
4o01D_4o0pA,msa_t__ShallowMsa_076.npy,0.1,0.02,076
4o01D_4o0pA,msa_t__ShallowMsa_062.npy,0.19,0.03,062
4o01D_4o0pA,msa_t__ShallowMsa_074.npy,0.21,0.03,074
4o01D_4o0pA,msa_t__ShallowMsa_060.npy,0.19,0.04,060
4o01D_4o0pA,msa_t__ShallowMsa_048.npy,0.17,0.03,048
4o01D_4o0pA,msa_t__ShallowMsa_049.npy,0.23,0.05,049
4o01D_4o0pA,msa_t__ShallowMsa_061.npy,0.26,0.04,061
4o01D_4o0pA,msa_t__ShallowMsa_075.npy,0.16,0.03,075
4o01D_4o0pA,msa_t__ShallowMsa_059.npy,0.22,0.03,059
4o01D_4o0pA,msa_t__ShallowMsa_071.npy,0.28,0.05,071
4o01D_4o0pA,msa_t__ShallowMsa_065.npy,0.21,0.03,065
4o01D_4o0pA,msa_t__ShallowMsa_064.npy,0.16,0.02,064
4o01D_4o0pA,msa_t__ShallowMsa_070.npy,0.21,0.01,070
4o01D_4o0pA,msa_t__ShallowMsa_058.npy,0.15,0.01,058
4o01D_4o0pA,msa_t__ShallowMsa_066.npy,0.16,0.02,066
4o01D_4o0pA,msa_t__ShallowMsa_072.npy,0.23,0.02,072
4o01D_4o0pA,msa_t__ShallowMsa_073.npy,0.15,0.02,073
4o01D_4o0pA,msa_t__ShallowMsa_067.npy,0.15,0.01,067
4o01D_4o0pA,msa_t__ShallowMsa_042.npy,0.14,0.02,042
4o01D_4o0pA,msa_t__ShallowMsa_056.npy,0.19,0.04,056
4o01D_4o0pA,msa_t__ShallowMsa_057.npy,0.17,0.02,057
4o01D_4o0pA,msa_t__ShallowMsa_043.npy,0.18,0.01,043
4o01D_4o0pA,msa_t__ShallowMsa_055.npy,0.19,0.02,055
4o01D_4o0pA,msa_t__ShallowMsa_041.npy,0.19,0.03,041
4o01D_4o0pA,msa_t__ShallowMsa_069.npy,0.14,0.02,069
4o01D_4o0pA,msa_t__ShallowMsa_068.npy,0.11,0.01,068
4o01D_4o0pA,msa_t__ShallowMsa_040.npy,0.21,0.03,040
4o01D_4o0pA,msa_t__ShallowMsa_054.npy,0.16,0.03,054
4o01D_4o0pA,msa_t__ShallowMsa_078.npy,0.17,0.02,078
4o01D_4o0pA,msa_t__ShallowMsa_050.npy,0.18,0.03,050
